Date,Open,High,Low,Close,Volume
2023-04-17,105.43,106.71,105.32,106.42,29043443
2023-04-14,107.69,109.58,107.59,109.46,20758686
2023-04-13,106.47,108.265,106.44,108.19,21650747
2023-04-12,107.39,107.5874,104.97,105.22,22761569
2023-04-11,106.92,107.22,105.28,106.12,18721278
2023-04-10,107.39,107.97,105.6,106.95,19741517
2023-04-06,105.77,109.63,104.815,108.9,34684150
2023-04-05,106.12,106.54,104.1021,104.95,21864200
2023-04-04,104.84,106.1,104.6,105.12,20377231
2023-04-03,102.67,104.95,102.38,104.91,20719861
2023-03-31,101.71,104.19,101.44,104.0,28107953
2023-03-30,101.44,101.61,100.29,101.32,25009829
2023-03-29,102.72,102.82,101.03,101.9,26148300
2023-03-28,103.0,103.0,100.28,101.36,24913480
2023-03-27,105.32,105.4,102.63,103.06,25393417
2023-03-24,105.74,106.16,104.74,106.06,25245010
2023-03-23,105.89,107.1009,105.41,106.26,31385817
2023-03-22,105.14,107.51,104.21,104.22,32336877
2023-03-21,101.98,105.96,101.86,105.84,33122800
2023-03-20,101.06,102.58,100.79,101.93,26033916
2023-03-17,100.84,103.49,100.75,102.46,76140310
2023-03-16,96.57,101.97,95.87,101.07,54588200
2023-03-15,93.54,97.25,93.04,96.55,38367334
2023-03-14,93.07,94.83,92.78,94.25,32303881
2023-03-13,90.565,93.08,89.94,91.66,31508570
2023-03-10,92.5,93.18,90.8,91.01,32850092
2023-03-09,94.49,95.92,92.355,92.66,24438890
2023-03-08,94.405,96.24,94.405,94.65,25395200
2023-03-07,95.42,96.09,93.8443,94.17,24101536
2023-03-06,94.36,96.3,94.3,95.58,28288206
2023-03-03,92.74,94.11,92.66,94.02,30242538
2023-03-02,89.86,92.48,89.77,92.31,23344562
2023-03-01,90.16,91.2,89.85,90.51,26323876
2023-02-28,89.54,91.45,89.52,90.3,30546912
2023-02-27,90.09,90.4499,89.61,90.1,22724262
2023-02-24,89.63,90.13,88.86,89.35,31295619
2023-02-23,92.13,92.13,90.01,91.07,32423720
2023-02-22,91.934,92.36,90.87,91.8,29891135
2023-02-21,93.24,93.4149,92.0,92.05,28367198
2023-02-17,95.07,95.75,93.45,94.59,31095067
2023-02-16,95.54,97.88,94.97,95.78,35642106
2023-02-15,94.74,97.34,94.36,97.1,37029885
2023-02-14,94.66,95.175,92.65,94.95,42513079
2023-02-13,95.01,95.35,94.05,95.0,43116559
2023-02-10,95.74,97.02,94.53,94.86,49325275
2023-02-09,100.54,100.61,93.86,95.46,97798573
2023-02-08,102.69,103.58,98.455,100.0,73546029
2023-02-07,103.63,108.67,103.5475,108.04,33738828
2023-02-06,102.685,104.7,102.21,103.47,25573046
2023-02-03,103.51,108.02,103.3,105.22,36823421
2023-02-02,106.79,108.82,106.54,108.8,46622627
2023-02-01,99.74,102.1899,98.42,101.43,26392568
2023-01-31,97.86,99.91,97.79,99.87,22306778
2023-01-30,98.745,99.4088,97.52,97.95,24365142
2023-01-27,99.05,101.58,98.97,100.71,29020354
2023-01-26,98.28,99.21,96.82,99.16,24542060
2023-01-25,97.2,97.72,95.262,96.73,31000850
2023-01-24,99.55,101.09,98.7,99.21,27391372
2023-01-23,99.13,101.4,98.75,101.21,31791782
2023-01-20,95.95,99.42,95.91,99.28,53704763
2023-01-19,91.39,94.4,91.38,93.91,28707653
2023-01-18,92.94,93.588,91.4,91.78,19641622
2023-01-17,92.78,92.97,90.84,92.16,22935823
2023-01-13,91.528,92.98,90.93,92.8,18630709
2023-01-12,92.4,92.62,90.57,91.91,22754216
2023-01-11,90.06,92.45,89.74,92.26,25998844
2023-01-10,86.72,89.475,86.7,89.24,22855590
2023-01-09,89.195,90.83,88.58,88.8,22996681
2023-01-06,87.36,88.47,85.57,88.16,26612628
2023-01-05,88.07,88.21,86.56,86.77,23136084
2023-01-04,91.01,91.24,87.8,88.71,27046483
2023-01-03,89.83,91.55,89.02,89.7,20738457
2022-12-30,87.365,88.83,87.03,88.73,19190296
2022-12-29,87.03,89.365,86.99,88.95,18280660
2022-12-28,87.5,88.52,86.3701,86.46,17879567
2022-12-27,89.31,89.5,87.535,87.93,15470870
2022-12-23,87.62,90.1,87.62,89.81,17815010
2022-12-22,88.93,89.18,86.9401,88.26,23656066
2022-12-21,89.73,90.915,88.91,90.25,20336387
2022-12-20,88.73,89.78,88.04,89.63,21976846
2022-12-19,90.88,91.2,88.925,89.15,23020537
2022-12-16,91.2,91.75,90.01,90.86,48485507
2022-12-15,93.54,94.03,90.43,91.2,28298756
2022-12-14,95.54,97.22,93.94,95.31,26452939
2022-12-13,98.07,99.8,95.38,95.85,34788522
2022-12-12,93.09,93.8745,91.9,93.56,27380948
2022-12-09,93.9,94.49,93.02,93.07,21885308
2022-12-08,95.69,95.87,93.8,93.95,25593232
2022-12-07,96.77,97.31,95.025,95.15,26647877
2022-12-06,99.67,100.21,96.7604,97.31,20877623
2022-12-05,99.815,101.7499,99.355,99.87,19955546
2022-12-02,99.37,101.15,99.17,100.83,18821527
2022-12-01,101.4,102.59,100.67,101.28,21771536
2022-11-30,95.12,101.45,94.67,101.45,39888074
2022-11-29,96.0,96.3901,94.39,95.44,20220007
2022-11-28,97.2,97.83,95.89,96.25,19981974
2022-11-25,98.465,98.94,97.53,97.6,8567819
2022-11-23,97.34,99.0685,97.34,98.82,17568859
2022-11-22,96.16,97.5475,94.41,97.33,18868850
2022-11-21,97.56,98.72,95.67,95.83,18696874
2022-11-18,99.01,99.16,96.74,97.8,24969880
2022-11-17,97.18,99.48,97.1,98.5,21818732
2022-11-16,98.02,99.85,97.9015,98.99,24660195
2022-11-15,98.67,100.42,97.02,98.72,31830969
2022-11-14,95.5,97.18,95.1125,96.03,24170076
2022-11-11,94.71,97.36,94.16,96.73,30569112
2022-11-10,92.34,94.55,91.65,94.17,42371216
2022-11-09,88.545,89.49,87.3599,87.4,26743883
2022-11-08,89.16,90.405,87.65,88.91,30172001
2022-11-07,87.34,88.94,86.96,88.65,26899879
2022-11-04,85.51,86.73,83.88,86.7,40173284
2022-11-03,86.345,86.55,83.45,83.49,48510364
2022-11-02,90.91,91.3,87.01,87.07,43553551
2022-11-01,95.59,96.165,90.43,90.5,43220599
2022-10-31,95.78,96.35,94.38,94.66,29868714
2022-10-28,92.53,96.86,92.3225,96.58,35696925
2022-10-27,94.31,95.17,91.9,92.6,54036485
2022-10-26,96.76,98.54,94.57,94.82,71671814
2022-10-25,103.3,105.0999,103.02,104.93,29910170
2022-10-24,102.09,103.1,100.3,102.97,24680831
2022-10-21,98.46,101.62,98.23,101.48,28988727
2022-10-20,100.82,103.0,99.97,100.53,25125082
2022-10-19,100.7,101.6592,99.635,100.29,21573686
2022-10-18,103.94,104.22,100.65,101.39,21610541
2022-10-17,99.52,101.77,99.51,100.78,23311604
2022-10-14,100.625,101.29,97.03,97.18,22624832
2022-10-13,95.93,100.53,95.27,99.71,32812220
2022-10-12,98.27,99.6476,97.67,98.3,17343431
2022-10-11,98.25,100.12,97.25,98.05,21617727
2022-10-10,99.85,99.99,97.87,98.71,16529897
2022-10-07,100.65,101.42,99.21,99.57,24249910
2022-10-06,101.5,103.73,101.5,102.24,17156240
2022-10-05,100.69,102.74,99.74,102.22,18475515
2022-10-04,101.04,102.72,101.04,102.41,22580931
2022-10-03,97.22,99.97,97.02,99.3,24840028
2022-09-30,97.73,99.494,96.03,96.15,26277832
2022-09-29,99.3,99.3,96.52,98.09,21921520
2022-09-28,98.02,101.4,97.8,100.74,24616999
2022-09-27,99.91,100.46,97.34,98.09,24224988
2022-09-26,98.61,100.44,98.38,98.81,22437938
2022-09-23,100.06,100.11,98.01,99.17,25656959
2022-09-22,99.45,101.68,99.41,100.57,21272675
2022-09-21,102.24,103.49,99.99,100.01,26596757
2022-09-20,102.88,103.17,101.12,101.83,24001668
2022-09-19,102.54,104.02,102.37,103.85,19738603
2022-09-16,102.97,104.03,101.855,103.63,64540115
2022-09-15,105.01,106.21,103.31,103.9,26494933
2022-09-14,105.44,106.1,104.5,105.87,22115805
2022-09-13,108.89,109.37,105.0,105.31,33014991
2022-09-12,111.99,112.64,110.93,111.87,19732905
2022-09-09,110.05,112.0,110.0,111.78,21745034
2022-09-08,109.18,110.58,108.06,109.42,21660654
2022-09-07,107.76,110.99,107.615,110.48,22987178
2022-09-06,108.135,108.88,106.51,107.48,20565050
2022-09-02,111.34,111.675,108.13,108.68,20618080
2022-09-01,109.2,111.22,108.19,110.55,22784385
2022-08-31,111.63,111.77,109.05,109.15,25897978
2022-08-30,111.03,111.37,108.8,109.91,20548202
2022-08-29,110.78,111.96,109.81,110.34,20386142
2022-08-26,115.81,116.6,111.22,111.3,31698668
2022-08-25,115.15,117.78,115.05,117.7,14874666
2022-08-24,114.45,115.7171,113.78,114.7,16051174
2022-08-23,114.32,115.93,114.3,114.77,14390691
2022-08-22,116.1,116.5,114.67,115.07,19316024
2022-08-19,119.87,120.0,117.67,118.12,20186983
2022-08-18,120.23,121.69,119.5502,120.86,15652029
2022-08-17,120.93,122.15,120.2,120.32,17589157
2022-08-16,122.32,123.2276,121.535,122.51,15626171
2022-08-15,122.21,123.26,121.57,122.88,15524951
2022-08-12,121.16,122.65,120.4001,122.65,16121087
2022-08-11,122.08,122.3402,119.55,119.82,16671627
2022-08-10,119.59,121.78,119.36,120.65,20497021
2022-08-09,117.99,118.2,116.56,117.5,15424257
2022-08-08,119.12,120.86,117.83,118.14,17061112
2022-08-05,116.93,118.86,116.71,118.22,15615663
2022-08-04,118.3,119.5,117.71,118.87,15757698
2022-08-03,116.34,119.42,116.15,118.78,25302816
2022-08-02,114.43,117.08,114.26,115.9,17911039
2022-08-01,115.53,117.12,114.69,115.48,22856202
2022-07-29,113.4,116.9,113.23,116.64,31336183
2022-07-28,112.8,114.7,111.851,114.59,23303844
2022-07-27,109.6,114.4,108.42,113.6,41474618
2022-07-26,107.43,107.74,104.76,105.44,36626630
2022-07-25,108.88,110.58,107.01,108.21,28289942
2022-07-22,111.81,113.18,107.6,108.36,44455304
2022-07-21,115.09,115.21,111.91,115.04,27267848
2022-07-20,114.06,116.33,113.26,114.7,26780088
2022-07-19,111.73,114.81,110.5,114.62,30992331
2022-07-18,113.44,114.8,109.3,109.91,33353985
2022-07-15,112.963,114.001,111.822,112.767,34330760
2022-07-14,110.826,111.988,109.326,111.44,32365540
2022-07-13,112.639,115.157,111.823,112.187,38958860
2022-07-12,116.838,117.849,114.615,114.849,24970160
2022-07-11,118.65,118.794,116.234,116.522,26830460
2022-07-08,117.55,120.435,117.514,120.168,29082200
2022-07-07,116.008,119.862,115.534,119.306,32183940
2022-07-06,114.092,116.352,112.251,115.214,28852680
2022-07-05,107.514,114.053,106.25,113.887,36429380
2022-07-01,108.337,109.806,107.105,109.081,31027880
2022-06-30,110.499,111.33,107.31,109.372,38046040
2022-06-29,112.148,113.664,111.554,112.256,18627860
2022-06-28,116.351,117.857,112.444,112.571,28316220
2022-06-27,118.935,119.25,116.001,116.622,32839300
2022-06-24,113.603,118.638,113.603,118.538,39122760
2022-06-23,112.95,113.196,111.029,112.684,24709720
2022-06-22,111.163,113.77,110.724,112.034,23921720
2022-06-21,109.702,112.673,109.294,112.015,39010280
2022-06-17,106.535,109.249,105.629,107.866,43516660
2022-06-16,108.149,109.29,105.793,106.636,35313240
2022-06-15,108.899,112.063,108.119,110.39,33192020
2022-06-14,106.89,108.458,106.352,107.194,25480940
2022-06-13,107.446,109.218,106.588,106.876,36756200
2022-06-10,112.781,113.497,110.861,111.428,31349740
2022-06-09,116.342,118.35,114.867,114.918,23141600
2022-06-08,116.876,118.646,116.697,117.238,22544260
2022-06-07,115.648,117.749,115.126,117.23,26413540
2022-06-06,116.742,119.398,116.528,117.011,23786720
2022-06-03,115.992,116.364,113.668,114.564,24952080
2022-06-02,114.188,117.898,113.308,117.746,27495400
2022-06-01,114.932,117.399,113.551,114.137,28629280
2022-05-31,113.079,116.434,112.572,114.039,51301920
2022-05-27,109.788,112.868,109.55,112.799,29924420
2022-05-26,106.051,108.955,105.488,108.296,30287480
2022-05-25,105.142,106.545,104.211,105.84,37899340
2022-05-24,106.378,106.395,102.208,105.926,60386380
2022-05-23,110.104,112.006,109.154,111.666,31558220
2022-05-20,112.086,112.55,106.373,109.313,37586020
2022-05-19,111.841,113.588,110.468,110.746,29191740
2022-05-18,115.238,115.696,112.142,112.401,27982760
2022-05-17,117.228,117.228,115.338,116.702,21576080
2022-05-16,115.384,116.608,114.335,114.792,23282380
2022-05-13,114.845,118.085,114.0,116.516,29737560
2022-05-12,111.938,114.857,110.114,113.161,41464880
2022-05-11,113.71,116.671,113.65,113.961,36501640
2022-05-10,116.04,116.691,113.383,114.584,31157780
2022-05-09,113.304,115.563,112.552,113.084,34520960
2022-05-06,115.519,117.498,114.143,115.66,35309480
2022-05-05,120.22,121.233,115.182,116.746,43089040
2022-05-04,118.004,123.143,115.738,122.575,33231460
2022-05-03,116.765,119.3,116.627,118.13,21215740
2022-05-02,113.907,117.34,113.399,117.157,30279640
2022-04-29,117.578,118.96,114.694,114.966,33693100
2022-04-28,117.115,120.438,115.144,119.412,36790940
2022-04-27,114.373,117.5,113.124,115.02,62238120
2022-04-26,122.75,122.75,119.162,119.506,49393040
2022-04-25,119.43,123.278,118.769,123.25,34521800
2022-04-22,125.0,125.452,119.14,119.614,46410300
2022-04-21,129.35,130.308,124.65,124.938,30157540
2022-04-20,131.284,131.924,127.894,128.246,22609380
2022-04-19,128.077,130.904,127.452,130.531,22719300
2022-04-18,127.41,128.712,126.578,127.961,14917200
2022-04-14,130.649,130.71,127.112,127.253,23483360
2022-04-13,128.627,130.656,128.439,130.286,19542960
2022-04-12,132.424,132.424,127.576,128.374,23003220
2022-04-11,132.9,132.939,129.618,129.796,24187340
2022-04-08,136.25,136.25,133.753,134.01,16434480
2022-04-07,136.618,137.702,134.857,136.465,19448540
2022-04-06,139.162,139.848,136.418,137.176,23574600
2022-04-05,143.4,143.59,140.944,141.063,19255560
2022-04-04,140.824,144.044,140.824,143.642,19084900
2022-04-01,140.01,140.95,138.797,140.7,23480020
2022-03-31,142.448,142.644,139.619,139.65,29516320
2022-03-30,142.855,143.48,142.168,142.644,21046380
2022-03-29,143.16,144.162,142.484,143.25,28678420
2022-03-28,140.684,141.977,139.828,141.95,23773080
2022-03-25,141.754,141.96,139.7,141.522,19289080
2022-03-24,139.272,141.396,138.039,141.312,20544720
2022-03-23,139.138,140.025,138.166,138.504,25302320
2022-03-22,136.5,141.5,136.5,140.278,29776860
2022-03-21,136.848,137.582,134.612,136.478,26632460
2022-03-18,133.884,136.914,132.932,136.802,45899700
2022-03-17,133.321,134.739,132.719,134.6,23994380
2022-03-16,131.0,133.771,129.201,133.69,32058200
2022-03-15,127.742,130.517,126.568,129.661,30292600
2022-03-14,130.573,131.026,126.413,126.741,30253860
2022-03-11,133.999,134.2,130.296,130.476,26599800
2022-03-10,131.462,133.538,131.401,132.682,24265200
2022-03-09,131.4,134.198,130.088,133.866,32257440
2022-03-08,126.251,131.246,125.861,127.279,35249560
2022-03-07,131.904,131.904,126.41,126.464,39177900
2022-03-04,133.382,134.199,130.408,132.122,24472240
2022-03-03,135.978,136.714,133.431,134.308,19779300
2022-03-02,134.608,135.616,133.432,134.752,23966740
2022-03-01,134.48,136.111,133.378,134.168,24639920
2022-02-28,133.284,135.64,132.825,134.891,29675680
2022-02-25,133.526,135.389,131.765,134.52,26235860
2022-02-24,125.0,133.037,124.764,132.674,43165080
2022-02-23,131.079,131.749,127.504,127.585,26431280
2022-02-22,129.985,131.901,127.741,129.402,38906580
2022-02-18,133.038,133.824,130.307,130.468,31858600
2022-02-17,136.15,136.84,132.202,132.308,30968120
2022-02-16,136.43,137.946,134.824,137.488,25609660
2022-02-15,137.472,137.9,135.54,136.426,26577560
2022-02-14,133.366,136.166,133.302,135.3,26792800
2022-02-11,138.75,139.283,133.288,134.13,38808800
2022-02-10,139.5,141.431,138.05,138.603,33017700
2022-02-09,140.85,142.176,140.377,141.453,28627160
2022-02-08,138.991,139.837,136.873,139.213,34255040
2022-02-07,143.709,143.846,138.699,138.938,44610740
2022-02-04,143.017,144.535,139.818,143.016,49224400
2022-02-03,145.295,149.118,142.205,142.651,56930140
2022-02-02,151.864,152.1,145.558,148.036,89750760
2022-02-01,137.835,138.2,134.568,137.878,51203200
2022-01-31,134.198,135.844,132.274,135.698,34055560
2022-01-28,130.0,133.37,128.694,133.29,30517560
2022-01-27,131.361,132.61,128.945,129.121,30285020
2022-01-26,130.592,132.808,127.154,129.24,39630880
2022-01-25,128.435,129.339,126.378,126.736,36008600
2022-01-24,126.028,130.779,124.642,130.372,55292040
2022-01-21,133.012,134.76,130.001,130.092,41919220
2022-01-20,136.514,137.912,133.144,133.507,21930560
2022-01-19,136.938,138.4,135.5,135.652,20795280
2022-01-18,136.6,137.391,135.617,136.29,27401960
2022-01-14,137.5,141.2,137.5,139.786,23825920
2022-01-13,141.84,143.186,138.914,139.131,26565080
2022-01-12,141.555,142.814,141.112,141.648,23641580
2022-01-11,138.18,140.33,136.814,140.017,23501240
2022-01-10,135.099,138.64,133.14,138.574,34095680
2022-01-07,137.905,138.255,135.789,137.004,19408240
2022-01-06,137.498,139.686,136.764,137.551,29049040
2022-01-05,144.181,144.298,137.523,137.654,49641520
2022-01-04,145.55,146.61,143.816,144.416,22927780
2022-01-03,144.476,145.55,143.502,145.074,25224500
2021-12-31,145.544,146.365,144.678,144.68,17297700
2021-12-30,146.45,147.062,145.758,146.002,12977020
2021-12-29,146.43,147.184,145.504,146.504,17024720
2021-12-28,148.374,148.374,145.936,146.448,18635840
2021-12-27,147.464,148.426,147.25,148.064,13259320
2021-12-23,147.09,148.573,146.951,147.142,13818680
2021-12-22,144.1,147.303,143.963,146.949,18440480
2021-12-21,143.15,144.692,141.735,144.22,19551940
2021-12-20,140.68,142.61,140.25,142.402,20263520
2021-12-17,142.714,144.46,141.788,142.803,43404700
2021-12-16,148.077,148.552,144.092,144.838,27399740
2021-12-15,144.366,147.517,142.706,147.368,27280960
2021-12-14,144.77,145.442,142.242,144.97,24778800
2021-12-13,148.444,148.562,146.36,146.704,24103920
2021-12-10,149.1,149.4,147.358,148.675,21638460
2021-12-09,148.176,149.605,147.529,148.106,18580600
2021-12-08,148.332,149.156,147.2,148.72,18963940
2021-12-07,145.95,148.3,145.703,148.036,23258280
2021-12-06,143.574,144.352,140.647,143.796,22197700
2021-12-03,144.496,145.213,141.15,142.52,26687480
2021-12-02,141.824,144.675,140.982,143.776,21250700
2021-12-01,144.212,146.499,141.5,141.618,28545780
2021-11-30,145.45,146.628,142.066,142.452,41590520
2021-11-29,144.298,146.862,144.298,146.114,26276120
2021-11-26,145.016,145.297,142.486,142.806,16992120
2021-11-24,146.35,147.0,145.199,146.718,16464060
2021-11-23,147.113,147.694,144.89,146.757,18133140
2021-11-22,150.142,150.744,147.006,147.079,24627700
2021-11-19,151.0,151.85,149.888,149.953,19782960
2021-11-18,149.146,151.61,148.998,150.709,26682400
2021-11-17,149.229,149.626,148.563,149.062,15290820
2021-11-16,149.17,149.832,148.35,149.076,17254860
2021-11-15,150.0,150.477,148.652,149.388,16247340
2021-11-12,147.832,149.86,146.454,149.646,17047660
2021-11-11,147.107,148.502,146.694,146.748,12463100
2021-11-10,148.01,148.7,145.325,146.626,22708320
2021-11-09,149.746,150.378,147.507,149.248,16875560
2021-11-08,150.0,151.034,149.12,149.352,18388140
2021-11-05,149.354,150.571,148.652,149.241,20408140
2021-11-04,147.2,149.95,146.635,148.683,24700800
2021-11-03,146.275,146.91,145.054,146.79,17886600
2021-11-02,144.809,146.92,144.641,145.863,21150580
2021-11-01,148.165,148.4,143.58,143.774,32272100
2021-10-29,145.52,148.613,145.166,148.27,28954500
2021-10-28,147.299,147.424,144.764,146.129,32418060
2021-10-27,139.902,149.118,139.902,146.428,51850920
2021-10-26,140.606,140.84,139.006,139.672,28258740
2021-10-25,138.81,139.206,136.748,138.773,21081700
2021-10-22,140.351,141.558,137.17,138.625,30182640
2021-10-21,142.192,142.849,141.637,142.781,14849920
2021-10-20,144.222,144.248,141.912,142.415,17939500
2021-10-19,143.291,144.107,143.096,143.822,15315840
2021-10-18,141.214,142.999,141.214,142.96,16567200
2021-10-15,142.2,142.2,141.064,141.675,21253360
2021-10-14,139.952,141.652,139.339,141.412,21437560
2021-10-13,137.75,138.55,136.977,137.9,16393280
2021-10-12,139.638,139.695,136.25,136.713,22535020
2021-10-11,139.8,140.764,138.806,138.848,16584760
2021-10-08,139.906,140.317,139.429,140.056,18928420
2021-10-07,138.863,140.154,138.563,139.186,18250460
2021-10-06,134.626,137.852,134.486,137.354,19764320
2021-10-05,134.0,137.362,134.0,136.177,24126740
2021-10-04,135.7,135.7,131.166,133.765,31529900
2021-10-01,133.555,137.071,133.378,136.462,28387300
2021-09-30,134.325,135.59,133.0,133.266,35363980
2021-09-29,137.11,137.398,134.25,134.521,26337220
2021-09-28,139.088,139.606,135.7,136.184,42189660
2021-09-27,141.586,142.5,140.5,141.501,18844080
2021-09-24,140.946,142.904,140.85,142.633,14949340
2021-09-23,141.61,142.252,141.096,141.826,17276100
2021-09-22,140.05,141.584,139.472,140.938,22067800
2021-09-21,140.117,140.812,138.906,139.646,18129380
2021-09-20,139.0,139.362,137.053,139.017,34917720
2021-09-17,143.798,144.249,141.062,141.464,60039820
2021-09-16,145.121,145.2,143.416,144.373,20298840
2021-09-15,143.759,145.582,142.256,145.206,20653420
2021-09-14,144.161,144.728,142.906,143.406,18919140
2021-09-13,143.201,144.191,142.282,143.465,20175620
2021-09-10,145.444,146.019,141.742,141.921,32896620
2021-09-09,144.884,145.67,144.434,144.914,14798560
2021-09-08,145.394,145.551,144.2,144.884,15491660
2021-09-07,144.749,145.824,144.541,145.519,15172600
2021-09-03,144.146,145.377,143.505,144.775,19110480
2021-09-02,145.95,146.325,144.106,144.219,21855800
2021-09-01,145.65,146.82,145.614,145.842,15824680
2021-08-31,145.884,146.112,145.0,145.462,26756420
2021-08-30,144.704,146.489,144.6,145.469,16915900
2021-08-27,142.112,145.011,142.02,144.55,24568240
2021-08-26,142.618,143.135,142.092,142.123,14922000
2021-08-25,142.883,143.313,142.44,142.95,12843060
2021-08-24,141.544,143.008,141.354,142.398,15126260
2021-08-23,138.998,142.177,138.748,141.099,21089680
2021-08-20,137.083,138.614,136.467,138.437,15566740
2021-08-19,135.468,137.452,135.356,136.914,18295920
2021-08-18,137.116,138.294,136.421,136.57,14934460
2021-08-17,138.191,138.718,136.788,137.3,21274020
2021-08-16,138.0,138.99,136.166,138.916,18050840
2021-08-13,138.358,138.674,138.005,138.406,12580580
2021-08-12,137.713,138.418,136.779,138.39,14649400
2021-08-11,138.283,138.848,137.35,137.69,15209660
2021-08-10,138.08,138.552,137.227,138.096,16039080
2021-08-09,136.949,138.322,136.429,138.002,12379560
2021-08-06,136.295,137.08,136.046,137.036,13565020
2021-08-05,136.028,136.95,135.6,136.94,11871780
2021-08-04,136.249,136.538,135.415,136.028,16527140
2021-08-03,136.0,136.336,134.184,136.28,19064000
2021-08-02,135.484,136.02,134.67,135.99,20140040
2021-07-30,135.511,135.771,134.814,135.221,23954500
2021-07-29,136.381,137.152,136.138,136.54,19283340
2021-07-28,138.562,139.676,136.35,136.382,54688340
2021-07-27,140.011,140.011,135.1,136.796,42163060
2021-07-26,138.25,139.713,137.651,139.644,23052460
2021-07-23,135.26,138.808,134.7,137.816,26377740
2021-07-22,132.65,133.504,132.4,133.329,13608140
2021-07-21,130.787,132.617,130.602,132.6,14741640
2021-07-20,130.004,132.001,129.188,131.102,19083120
2021-07-19,131.156,131.247,128.537,129.254,25709320
2021-07-16,131.641,132.183,130.821,131.846,14861180
2021-07-15,132.5,132.595,130.598,131.266,16586320
2021-07-14,131.902,132.996,131.898,132.082,17918540
2021-07-13,130.882,132.042,130.637,130.994,16617960
2021-07-12,129.834,130.77,129.6,130.564,16950920
2021-07-09,128.944,129.849,128.944,129.574,15109320
2021-07-08,128.25,130.032,128.04,129.177,19779500
2021-07-07,130.341,130.64,129.76,130.078,16683720
2021-07-06,129.45,129.884,128.409,129.771,21350340
2021-07-02,126.84,128.848,126.769,128.719,21165120
2021-07-01,124.85,126.462,124.85,126.368,17124600
2021-06-30,125.654,125.8,124.758,125.316,24009560
2021-06-29,126.772,127.0,125.437,126.018,20949560
2021-06-28,127.0,127.337,125.974,126.819,28110860
2021-06-25,126.957,127.505,126.444,126.995,33485940
2021-06-24,127.054,127.536,126.96,127.282,18933240
2021-06-23,126.55,127.796,126.252,126.462,19693160
2021-06-22,126.45,127.27,126.027,126.999,20986200
2021-06-21,125.74,127.037,125.134,126.455,26256520
2021-06-18,125.706,126.389,124.603,125.568,53306200
2021-06-17,125.523,127.196,125.515,126.371,25755820
2021-06-16,126.247,126.523,124.15,125.696,26316760
2021-06-15,126.522,126.862,125.648,126.033,22182600
2021-06-14,125.67,126.412,125.047,126.352,22550440
2021-06-11,126.246,126.349,124.914,125.696,25246180
2021-06-10,124.7,126.163,124.7,126.08,31234660
2021-06-09,124.975,125.25,124.366,124.57,20126740
2021-06-08,123.995,124.725,123.412,124.142,25065060
2021-06-07,122.566,123.4,122.054,123.304,23849060
2021-06-04,121.126,122.693,120.888,122.588,25948680
2021-06-03,119.751,120.487,119.142,120.23,18345820
2021-06-02,121.766,122.1,120.21,121.064,17162100
2021-06-01,121.1,121.899,120.244,121.49,19165780
2021-05-28,121.098,121.407,120.384,120.578,24107640
2021-05-27,121.847,122.0,120.1,120.126,38962260
2021-05-26,120.642,122.147,120.626,121.676,21856380
2021-05-25,121.0,121.644,120.149,120.454,18838560
2021-05-24,118.35,120.924,118.006,120.334,21243780
2021-05-21,118.3,118.45,117.118,117.255,22832640
2021-05-20,116.402,118.017,116.054,117.804,23831860
2021-05-19,113.22,115.838,113.176,115.436,19350880
2021-05-18,116.845,117.158,115.158,115.172,17302380
2021-05-17,115.466,116.167,114.75,116.07,19848320
2021-05-14,114.592,116.057,114.166,115.808,26624960
2021-05-13,113.054,113.83,112.136,113.098,26670160
2021-05-12,113.086,114.268,111.503,111.954,34933280
2021-05-11,114.593,116.1,114.15,115.438,32110960
2021-05-10,118.744,118.9,116.736,117.083,26005420
2021-05-07,120.0,120.82,119.5,119.934,23277840
2021-05-06,117.532,119.136,117.117,119.068,20617180
2021-05-05,118.421,119.11,117.57,117.837,21805500
2021-05-04,118.487,118.963,115.585,117.712,35120300
2021-05-03,120.136,120.985,119.225,119.758,33787780
2021-04-30,120.224,121.357,120.108,120.506,39142600
2021-04-29,120.516,121.826,120.114,121.494,39553540
2021-04-28,120.357,122.619,118.742,118.996,59728780
2021-04-27,116.8,116.872,115.214,115.356,31971660
2021-04-26,115.996,117.063,115.692,116.337,20833000
2021-04-23,114.173,116.291,113.91,115.765,28703240
2021-04-22,114.662,115.188,112.822,113.396,21096160
2021-04-21,114.262,114.766,112.929,114.664,23934620
2021-04-20,115.394,115.48,113.586,114.682,21774980
2021-04-19,114.599,115.922,114.392,115.12,24688900
2021-04-16,115.15,115.322,114.222,114.888,22601800
2021-04-15,113.849,115.33,113.3,114.833,27472240
2021-04-14,113.758,113.899,112.46,112.742,20219340
2021-04-13,113.074,113.86,112.804,113.364,23316080
2021-04-12,113.312,113.766,111.923,112.739,31317020
